date,majority_sentiment,average_sentiment
2019-06-14,2,0.797120213508606
2019-06-15,0,0.6422786712646484
2019-06-17,2,0.9047492444515228
2019-06-18,2,0.9498072266578674
2019-06-19,0,0.5015601366758347
2019-06-20,0,0.6012225151062012
2019-06-21,2,0.8872011303901672
2019-06-24,0,0.8077198266983032
2019-06-25,0,0.8222526411215464
2019-06-26,1,0.9544564485549927
2019-06-27,2,0.8057634631792704
2019-06-28,0,0.8013652563095093
2019-07-02,1,0.6304200291633606
2019-07-03,1,0.9639483094215393
2019-07-04,2,0.8307221929232279
2019-07-05,1,0.8956336975097656
2019-07-08,0,0.894296258687973
2019-07-09,0,0.8331339094373915
2019-07-10,0,0.7767496109008789
2019-07-11,2,0.7555360992749532
2019-07-12,2,0.7406063079833984
2019-07-15,0,0.8642686456441879
2019-07-16,2,0.8269033091408866
2019-07-17,2,0.8063593506813049
2019-07-18,2,0.7555031842655606
2019-07-19,0,0.6338390707969666
2019-07-23,2,0.9176856875419617
2019-07-24,0,0.9258827169736227
2019-07-25,0,0.7870618844032288
2019-07-26,2,0.819850355386734
2019-07-29,2,0.8323568105697632
2019-07-31,0,0.9082604050636292
2019-08-01,0,0.7699556105277118
2019-08-02,1,0.9734163284301758
2019-08-05,1,0.9623463749885559
2019-08-06,2,0.9500501155853271
2019-08-07,0,0.8822126150131225
2019-08-08,2,0.7746281504631043
2019-08-09,2,0.9282195568084717
2019-08-11,2,0.7921456694602966
2019-08-12,2,0.9447179436683655
2019-08-13,2,0.8913763165473938
2019-08-14,1,0.9698433876037598
2019-08-15,0,0.7379365563392639
2019-08-16,2,0.9444177150726318
2019-08-19,2,0.944100558757782
2019-08-20,2,0.9441267848014832
2019-08-21,0,0.8335056219782148
2019-08-22,2,0.7635177930196126
2019-08-23,1,0.9602688550949097
2019-08-26,2,0.8972374200820923
2019-08-27,0,0.8036407430966696
2019-08-28,1,0.8278195559978485
2019-08-29,0,0.7674027442932129
2019-08-30,2,0.9349042773246765
2019-09-02,0,0.6372735500335693
2019-09-03,2,0.820191890001297
2019-09-04,0,0.7702167332172394
2019-09-05,2,0.9441187977790833
2019-09-06,2,0.9338255524635315
2019-09-08,2,0.8698776960372925
2019-09-09,2,0.9388000965118408
2019-09-11,2,0.939957320690155
2019-09-12,0,0.7146653797891405
2019-09-13,0,0.6778616458177567
2019-09-15,1,0.6368283033370972
2019-09-16,1,0.8845463395118713
2019-09-17,2,0.731066624323527
2019-09-18,1,0.5655211210250854
2019-09-19,0,0.8195047657936811
2019-09-20,1,0.7793556253115336
2019-09-23,1,0.8794706463813782
2019-09-24,0,0.6851540605227152
2019-09-25,2,0.8675962686538696
2019-09-26,2,0.8305325720991407
2019-09-27,0,0.9429706732432047
2019-09-30,2,0.8368930816650391
2019-10-01,2,0.7198186616102854
2019-10-02,1,0.9670366644859314
2019-10-03,1,0.8719597458839417
2019-10-04,2,0.8205956866343816
2019-10-07,0,0.8249260783195496
2019-10-09,0,0.9503450989723206
2019-10-10,0,0.7439384648674413
2019-10-11,0,0.6707682609558105
2019-10-14,2,0.9442960619926453
2019-10-15,0,0.730116093158722
2019-10-16,0,0.7727964520454407
2019-10-17,0,0.7767039080460866
2019-10-18,2,0.9417250752449036
2019-10-22,2,0.8008548021316528
2019-10-23,2,0.9349054098129272
2019-10-24,0,0.7837307309282238
2019-10-25,0,0.8473821580410004
2019-10-30,0,0.7192850038409233
2019-10-31,0,0.7817422267463472
2019-11-04,2,0.9322064220905304
2019-11-05,2,0.9189256727695465
2019-11-06,2,0.9487534165382385
2019-11-07,0,0.8693698644638062
2019-11-08,2,0.7909052908420563
2019-11-11,2,0.7493281364440918
2019-11-12,0,0.817305306593577
2019-11-13,2,0.8701355655988058
2019-11-15,2,0.7940701792637507
2019-11-18,2,0.9240817427635193
2019-11-19,0,0.8405591448148092
2019-11-20,2,0.8483650088310242
2019-11-21,2,0.8403263886769613
2019-11-22,2,0.792796718446832
2019-11-25,1,0.9347437620162964
2019-11-26,1,0.8534701764583588
2019-11-28,0,0.8317905478179455
2019-12-03,2,0.7316449880599976
2019-12-05,2,0.7378722152539662
2019-12-06,1,0.9717254042625427
2019-12-09,2,0.6291455030441284
2019-12-10,2,0.7476452887058258
2019-12-11,2,0.9368689060211182
2019-12-12,2,0.9491347670555115
2019-12-16,2,0.6653963327407837
2019-12-17,0,0.8140820860862732
2019-12-18,2,0.8602529317140579
2019-12-19,2,0.7489522475945322
2019-12-24,1,0.9746125340461731
2019-12-27,2,0.9463884234428406
2019-12-30,2,0.9451999664306641
2020-01-03,2,0.909920871257782
2020-01-05,2,0.9150304198265076
2020-01-06,0,0.9115538895130157
2020-01-07,0,0.7196047455072403
2020-01-08,2,0.7920774102210999
2020-01-09,2,0.7359211146831512
2020-01-10,2,0.7413710877299309
2020-01-13,2,0.8667715191841125
2020-01-14,0,0.6284028068184853
2020-01-15,2,0.7576640725135804
2020-01-16,2,0.8501670211553574
2020-01-17,0,0.7613963782787323
2020-01-18,2,0.8754205703735352
2020-01-21,2,0.917337437470754
2020-01-22,0,0.6145370453596115
2020-01-23,0,0.7335011959075928
2020-01-24,2,0.8014796376228333
2020-01-26,2,0.6507801413536072
2020-01-27,0,0.7940511107444763
2020-01-28,1,0.7818410620093346
2020-01-29,2,0.8709137290716171
2020-01-30,2,0.8859781523545583
2020-01-31,2,0.8153378665447235
2020-02-03,2,0.8561193645000458
2020-02-04,2,0.8196240901947022
2020-02-05,0,0.7930645108222961
2020-02-06,2,0.7754620015621185
2020-02-07,1,0.766309118270874
2020-02-09,0,0.6973245243231455
2020-02-11,2,0.7305803894996643
2020-02-12,1,0.967111349105835
2020-02-13,0,0.7997383574644724
2020-02-14,0,0.7939200401306152
2020-02-16,2,0.8563836216926575
2020-02-18,0,0.9135361909866333
2020-02-19,2,0.8417719751596451
2020-02-20,0,0.8859370946884155
2020-02-21,0,0.8120656371116638
2020-02-24,2,0.9020404070615768
2020-02-25,1,0.9279957016309103
2020-02-26,0,0.7956772843996683
2020-02-27,2,0.7765866788950834
2020-02-28,2,0.6652644872665405
2020-02-29,0,0.7402165532112122
2020-03-01,0,0.9411404728889465
2020-03-02,0,0.7304225564002991
