Date,Open,Close,Change,
14-Nov-2024,3808.95,3797.670,-0.296039902,
13-Nov-2024,3826.72,3808.946,-0.46454891,
12-Nov-2024,3826.27,3826.723,0.011760792,
11-Nov-2024,3851.10,3826.273,-0.644750348,
08-Nov-2024,3851.05,3851.103,0.001324313,
07-Nov-2024,3852.66,3851.052,-0.041711452,
06-Nov-2024,3860.64,3852.659,-0.20677908,
05-Nov-2024,3862.31,3860.642,-0.04313483,
04-Nov-2024,3856.32,3862.308,0.155329514,
01-Nov-2024,3845.54,3856.318,0.280324886,
31-Oct-2024,3827.14,3845.538,0.48072451,
30-Oct-2024,3827.61,3827.140,-0.01225308,
29-Oct-2024,3814.53,3827.609,0.342873172,
28-Oct-2024,3825.35,3814.530,-0.282928138,
25-Oct-2024,3828.07,3825.353,-0.070871296,
24-Oct-2024,3825.05,3828.066,0.078822478,
23-Oct-2024,3812.44,3825.051,0.330785534,
22-Oct-2024,3770.87,3812.440,1.102371309,
21-Oct-2024,3778.10,3770.871,-0.191286727,
18-Oct-2024,3799.23,3778.098,-0.556191796,
17-Oct-2024,3796.47,3799.229,0.072620054,
16-Oct-2024,3815.80,3796.472,-0.506473351,
15-Oct-2024,3780.75,3815.798,0.927065226,
14-Oct-2024,3771.67,3780.748,0.240609406,
11-Oct-2024,3780.82,3771.673,-0.241984415,
10-Oct-2024,3772.07,3780.822,0.231914856,
09-Oct-2024,3766.11,3772.074,0.158466065,
08-Oct-2024,3777.02,3766.106,-0.28903716,
07-Oct-2024,3764.16,3777.023,0.341722987,
04-Oct-2024,3766.62,3764.160,-0.065310544,
03-Oct-2024,3776.67,3766.620,-0.266107444,
02-Oct-2024,3768.47,3776.670,0.217568345,
01-Oct-2024,3790.43,3768.471,-0.579222494,
30-Sep-2024,3770.20,3790.426,0.53636355,
27-Sep-2024,3765.17,3770.204,0.133699142,
26-Sep-2024,3762.90,3765.170,0.060325813,
25-Sep-2024,3789.84,3762.900,-0.71087415,
24-Sep-2024,3799.81,3789.841,-0.262407719,
23-Sep-2024,3787.40,3799.812,0.327824183,
20-Sep-2024,3795.29,3787.396,-0.207968352,
19-Sep-2024,3795.78,3795.289,-0.012803709,
18-Sep-2024,3793.05,3795.775,0.07173639,
17-Sep-2024,3796.31,3793.054,-0.08587277,
16-Sep-2024,3795.36,3796.314,0.02516231,
13-Sep-2024,3796.15,3795.359,-0.020863238,
12-Sep-2024,3739.30,3796.151,1.520310475,
11-Sep-2024,3789.85,3739.302,-1.333799139,
10-Sep-2024,3799.56,3789.851,-0.255555839,
09-Sep-2024,3785.38,3799.561,0.374519468,
06-Sep-2024,3768.97,3785.384,0.435610191,
05-Sep-2024,3760.75,3768.966,0.218573655,
04-Sep-2024,3850.65,3760.746,-2.334876102,
03-Sep-2024,3862.54,3850.654,-0.307699159,
02-Sep-2024,3835.63,3862.539,0.701527337,
30-Aug-2024,3818.16,3835.631,0.457655356,
29-Aug-2024,3860.73,3818.157,-1.102718916,
28-Aug-2024,3877.69,3860.730,-0.437245418,
27-Aug-2024,3859.02,3877.685,0.48367202,
26-Aug-2024,3862.63,3859.020,-0.093407908,
23-Aug-2024,3835.48,3862.628,0.707812321,
22-Aug-2024,3858.61,3835.480,-0.599335615,
21-Aug-2024,3876.76,3858.606,-0.46838033,
20-Aug-2024,3867.31,3876.764,0.244355643,
19-Aug-2024,3882.20,3867.314,-0.383468038,
16-Aug-2024,3873.84,3882.201,0.215780613,
14-Aug-2024,3875.41,3873.842,-0.040537615,
13-Aug-2024,3865.72,3875.413,0.25071649,
12-Aug-2024,3848.32,3865.721,0.452249646,
09-Aug-2024,3829.51,3848.317,0.491002253,
08-Aug-2024,3816.53,3829.514,0.340283195,
07-Aug-2024,3809.30,3816.527,0.189772499,
06-Aug-2024,3815.18,3809.298,-0.15414742,
05-Aug-2024,3837.36,3815.179,-0.578001693,
02-Aug-2024,3808.01,3837.359,0.770743977,
01-Aug-2024,3767.33,3808.009,1.079702803,
31-Jul-2024,3763.84,3767.333,0.092777564,
30-Jul-2024,3762.70,3763.841,0.030297385,
29-Jul-2024,3722.46,3762.701,1.081032436,
26-Jul-2024,3722.53,3722.460,-0.001907304,
25-Jul-2024,3707.76,3722.531,0.398353616,
24-Jul-2024,3720.09,3707.761,-0.331389921,
23-Jul-2024,3692.99,3720.089,0.733768374,
22-Jul-2024,3688.31,3692.991,0.126887348,
19-Jul-2024,3700.69,3688.311,-0.334585982,
18-Jul-2024,3694.20,3700.693,0.175843356,
17-Jul-2024,3693.05,3694.197,0.030949994,
16-Jul-2024,3683.69,3693.054,0.254201629,
15-Jul-2024,3706.12,3683.690,-0.605107881,
12-Jul-2024,3715.43,3706.116,-0.250791698,
11-Jul-2024,3704.38,3715.434,0.298322285,
10-Jul-2024,3700.27,3704.383,0.111072886,
09-Jul-2024,3706.38,3700.273,-0.164823809,
08-Jul-2024,3727.42,3706.382,-0.564465199,
05-Jul-2024,3743.69,3727.422,-0.434650909,
04-Jul-2024,3734.38,3743.694,0.249492753,
03-Jul-2024,3740.37,3734.377,-0.160198098,
02-Jul-2024,3751.44,3740.369,-0.295219654,
01-Jul-2024,3730.23,3751.444,0.568839681,
28-Jun-2024,3717.90,3730.225,0.3313964,
27-Jun-2024,3724.71,3717.904,-0.182591641,
26-Jun-2024,3717.40,3724.705,0.196643079,
25-Jun-2024,3722.41,3717.395,-0.134617234,
24-Jun-2024,3734.95,3722.406,-0.335907931,
21-Jun-2024,3745.06,3734.952,-0.269822328,
20-Jun-2024,3728.15,3745.057,0.453414868,
19-Jun-2024,3729.45,3728.153,-0.034750442,
18-Jun-2024,3742.02,3729.449,-0.335808381,
17-Jun-2024,3707.33,3742.015,0.935578975,
14-Jun-2024,3718.66,3707.330,-0.304572405,
13-Jun-2024,3727.14,3718.656,-0.227681156,
12-Jun-2024,3713.17,3727.142,0.37639039,
11-Jun-2024,3716.89,3713.166,-0.100218166,
10-Jun-2024,3702.53,3716.891,0.387788576,
06-Jun-2024,3701.03,3702.533,0.040691408,
05-Jun-2024,3709.00,3701.027,-0.214990506,
04-Jun-2024,3705.98,3709.001,0.081462889,
03-Jun-2024,3712.30,3705.982,-0.170137203,
31-May-2024,3694.59,3712.298,0.479186617,
30-May-2024,3695.51,3694.594,-0.02465157,
29-May-2024,3692.90,3695.505,0.070432375,
28-May-2024,3698.78,3692.904,-0.158728228,
27-May-2024,3693.89,3698.775,0.132353841,
24-May-2024,3719.40,3693.886,-0.685944154,
23-May-2024,3752.08,3719.399,-0.870904534,
22-May-2024,3757.33,3752.076,-0.139833339,
21-May-2024,3738.14,3757.330,0.51335691,
20-May-2024,3758.75,3738.140,-0.548373503,
17-May-2024,3743.69,3758.752,0.402464417,
16-May-2024,3745.67,3743.685,-0.052967841,
15-May-2024,3755.11,3745.669,-0.251284585,
14-May-2024,3765.25,3755.105,-0.269490595,
13-May-2024,3799.52,3765.252,-0.901981643,
10-May-2024,3744.17,3799.523,1.478297077,
09-May-2024,3724.81,3744.173,0.519973529,
08-May-2024,3794.73,3724.805,-1.842583628,
07-May-2024,3785.35,3794.726,0.247665276,
06-May-2024,3796.35,3785.351,-0.289620598,
03-May-2024,3778.15,3796.346,0.481611371,
02-May-2024,3766.58,3778.150,0.307228471,
30-Apr-2024,3742.95,3766.578,0.631266782,
29-Apr-2024,3783.89,3742.950,-1.081850775,
26-Apr-2024,3788.31,3783.886,-0.116780306,
25-Apr-2024,3770.86,3788.310,0.462812442,
24-Apr-2024,3769.55,3770.858,0.034805252,
23-Apr-2024,3732.49,3769.546,0.992903925,
22-Apr-2024,3736.18,3732.486,-0.098764084,
19-Apr-2024,3742.56,3736.176,-0.170685124,
18-Apr-2024,3730.85,3742.564,0.313976708,
17-Apr-2024,3735.12,3730.850,-0.114186578,
16-Apr-2024,3735.78,3735.115,-0.017800834,
15-Apr-2024,3744.06,3735.780,-0.221017052,
12-Apr-2024,3746.04,3744.055,-0.05298929,
11-Apr-2024,3771.08,3746.040,-0.663974422,
10-Apr-2024,3745.23,3771.079,0.690103927,
09-Apr-2024,3713.24,3745.233,0.861728385,
08-Apr-2024,3739.98,3713.235,-0.71516387,
05-Apr-2024,3770.87,3739.982,-0.818989807,
04-Apr-2024,3782.03,3770.865,-0.295238193,
03-Apr-2024,3774.88,3782.031,0.189463026,
02-Apr-2024,3785.57,3774.879,-0.28228283,
28-Mar-2024,3781.04,3785.565,0.119702547,
27-Mar-2024,3782.44,3781.039,-0.037013155,
26-Mar-2024,3785.13,3782.439,-0.071199593,
25-Mar-2024,3753.03,3785.134,0.855549856,
22-Mar-2024,3752.42,3753.025,0.016122929,
21-Mar-2024,3783.81,3752.420,-0.829639528,
20-Mar-2024,3780.36,3783.812,0.091287578,
18-Mar-2024,3787.62,3780.361,-0.191729747,
15-Mar-2024,3789.72,3787.623,-0.055386648,
14-Mar-2024,3765.16,3789.722,0.65229597,
13-Mar-2024,3806.32,3765.162,-1.081228915,
12-Mar-2024,3833.70,3806.317,-0.714270809,
11-Mar-2024,3819.80,3833.700,0.363788299,
08-Mar-2024,3822.37,3819.804,-0.067104981,
07-Mar-2024,3825.54,3822.369,-0.082916377,
06-Mar-2024,3865.66,3825.541,-1.037881739,
05-Mar-2024,3863.08,3865.662,0.066889667,
04-Mar-2024,3847.55,3863.078,0.403685882,
01-Mar-2024,3816.94,3847.546,0.801820096,
29-Feb-2024,3798.35,3816.941,0.489528734,
28-Feb-2024,3773.91,3798.347,0.647578054,
27-Feb-2024,3774.10,3773.908,-0.005034315,
26-Feb-2024,3780.10,3774.098,-0.158726044,
23-Feb-2024,3771.29,3780.098,0.233527458,
22-Feb-2024,3758.78,3771.291,0.332954132,
21-Feb-2024,3744.37,3758.776,0.384818048,
20-Feb-2024,3742.10,3744.367,0.060634436,
19-Feb-2024,3750.30,3742.098,-0.218649291,
16-Feb-2024,3787.51,3750.298,-0.982361739,
15-Feb-2024,3765.52,3787.505,0.583957152,
14-Feb-2024,3778.86,3765.516,-0.353227848,
13-Feb-2024,3767.62,3778.864,0.298570847,
12-Feb-2024,3751.58,3767.615,0.427366375,
09-Feb-2024,3744.46,3751.582,0.190254504,
08-Feb-2024,3737.52,3744.458,0.185684724,
07-Feb-2024,3743.72,3737.518,-0.165610764,
06-Feb-2024,3762.21,3743.718,-0.491413814,
05-Feb-2024,3774.60,3762.206,-0.328379079,
02-Feb-2024,3771.30,3774.601,0.087476421,
01-Feb-2024,3770.14,3771.302,0.030927266,
31-Jan-2024,3755.64,3770.136,0.386113134,
30-Jan-2024,3768.44,3755.635,-0.339689993,
29-Jan-2024,3756.13,3768.436,0.327651154,
26-Jan-2024,3739.07,3756.129,0.456290177,
25-Jan-2024,3768.72,3739.068,-0.786739682,
24-Jan-2024,3775.76,3768.718,-0.186399757,
23-Jan-2024,3762.07,3775.756,0.363869118,
22-Jan-2024,3794.50,3762.067,-0.854763248,
19-Jan-2024,3801.36,3794.501,-0.180540459,
18-Jan-2024,3787.80,3801.364,0.358044058,
17-Jan-2024,3786.98,3787.802,0.021785186,
16-Jan-2024,3759.18,3786.977,0.739523571,
15-Jan-2024,3836.52,3759.177,-2.015942056,
12-Jan-2024,3855.04,3836.519,-0.480487632,
11-Jan-2024,3813.30,3855.042,1.094774991,
10-Jan-2024,3833.01,3813.295,-0.514425597,
09-Jan-2024,3846.38,3833.013,-0.347392025,
08-Jan-2024,3889.53,3846.375,-1.109593362,
05-Jan-2024,3895.86,3889.533,-0.162505673,
04-Jan-2024,3893.17,3895.864,0.06927522,
03-Jan-2024,3959.39,3893.167,-1.672481119,
29-Dec-2023,3860.42,3959.387,2.563579837,
28-Dec-2023,3859.80,3860.422,0.016063,
27-Dec-2023,3788.11,3859.802,1.892580177,
22-Dec-2023,3827.03,3788.109,-1.01687342,
21-Dec-2023,3696.57,3827.025,3.529054359,
20-Dec-2023,3699.00,3696.571,-0.065666396,
19-Dec-2023,3674.14,3699.000,0.676703128,
18-Dec-2023,3665.25,3674.137,0.242466407,
15-Dec-2023,3672.57,3665.250,-0.199261116,
14-Dec-2023,3665.32,3672.568,0.197663344,
12-Dec-2023,3647.67,3665.323,0.48406296,
11-Dec-2023,3672.12,3647.666,-0.665909792,
07-Dec-2023,3677.75,3672.119,-0.153191364,
06-Dec-2023,3670.80,3677.753,0.189495633,
05-Dec-2023,3681.97,3670.797,-0.303478762,
04-Dec-2023,3715.20,3681.971,-0.894300058,
01-Dec-2023,3718.47,3715.196,-0.088100704,
30-Nov-2023,3664.94,3718.472,1.460596102,
29-Nov-2023,3652.68,3664.942,0.335836065,
28-Nov-2023,3629.55,3652.675,0.637242234,
27-Nov-2023,3614.89,3629.546,0.405517517,
24-Nov-2023,3580.18,3614.887,0.969420532,
23-Nov-2023,3559.60,3580.180,0.57821136,
22-Nov-2023,3578.71,3559.598,-0.534047185,
21-Nov-2023,3566.39,3578.710,0.345531766,
20-Nov-2023,3579.59,3566.387,-0.368701958,
17-Nov-2023,3568.46,3579.585,0.311787245,
16-Nov-2023,3578.55,3568.459,-0.281929989,
15-Nov-2023,3569.18,3578.548,0.262384977,
14-Nov-2023,3580.06,3569.183,-0.303738181,
13-Nov-2023,3617.28,3580.057,-1.029060225,
10-Nov-2023,3615.60,3617.281,0.046382292,
09-Nov-2023,3617.48,3615.604,-0.051831676,
08-Nov-2023,3609.17,3617.479,0.230219136,
07-Nov-2023,3626.41,3609.170,-0.475318959,
06-Nov-2023,3611.74,3626.407,0.406203554,
03-Nov-2023,3610.66,3611.736,0.029745238,
02-Nov-2023,3604.58,3610.662,0.168757572,
01-Nov-2023,3618.17,3604.579,-0.375549277,
31-Oct-2023,3597.93,3618.167,0.562490255,
30-Oct-2023,3600.85,3597.929,-0.081175233,
27-Oct-2023,3598.65,3600.852,0.061217418,
26-Oct-2023,3590.14,3598.649,0.237010256,
25-Oct-2023,3597.93,3590.140,-0.216624318,
24-Oct-2023,3597.93,3597.934,0,
23-Oct-2023,3608.34,3597.934,-0.288304557,
20-Oct-2023,3598.87,3608.337,0.263082652,
19-Oct-2023,3598.35,3598.869,0.014395483,
18-Oct-2023,3596.62,3598.351,0.048100703,
17-Oct-2023,3636.10,3596.621,-1.08586003,
16-Oct-2023,3647.13,3636.104,-0.302374578,
13-Oct-2023,3637.72,3647.132,0.258761053,
12-Oct-2023,3635.52,3637.719,0.060486533,
11-Oct-2023,3610.75,3635.520,0.686034947,
10-Oct-2023,3618.08,3610.749,-0.20262128,
09-Oct-2023,3628.00,3618.080,-0.273318934,
06-Oct-2023,3684.79,3627.996,-1.541228842,
05-Oct-2023,3676.58,3684.787,0.223305537,
04-Oct-2023,3675.61,3676.577,0.026226918,
03-Oct-2023,3673.24,3675.613,0.064547884,
02-Oct-2023,3691.85,3673.242,-0.503921344,
29-Sep-2023,3683.44,3691.846,0.228128954,
28-Sep-2023,3702.20,3683.443,-0.506564075,
27-Sep-2023,3661.70,3702.197,1.106016935,
26-Sep-2023,3687.47,3661.698,-0.698799664,
25-Sep-2023,3684.14,3687.466,0.090306039,
22-Sep-2023,3692.24,3684.139,-0.219325032,
20-Sep-2023,3696.15,3692.237,-0.105866916,
19-Sep-2023,3676.20,3696.150,0.542734641,
18-Sep-2023,3697.28,3676.198,-0.570229853,
15-Sep-2023,3695.29,3697.281,0.053852322,
14-Sep-2023,3705.10,3695.291,-0.264823947,
13-Sep-2023,3766.06,3705.103,-1.618640373,
12-Sep-2023,3737.79,3766.062,0.756517563,
11-Sep-2023,3722.77,3737.785,0.403220824,
07-Sep-2023,3724.73,3722.774,-0.052460206,
06-Sep-2023,3726.86,3724.728,-0.057152701,
05-Sep-2023,3738.65,3726.858,-0.315327978,
04-Sep-2023,3750.45,3738.647,-0.314762061,
01-Sep-2023,3742.12,3750.452,0.22278845,
31-Aug-2023,3724.46,3742.115,0.474163334,
30-Aug-2023,3724.28,3724.455,0.004752599,
29-Aug-2023,3727.30,3724.278,-0.081023841,
28-Aug-2023,3742.63,3727.298,-0.4095254,
25-Aug-2023,3750.86,3742.625,-0.219629456,
24-Aug-2023,3751.34,3750.863,-0.012715456,
23-Aug-2023,3755.81,3751.340,-0.119042199,
22-Aug-2023,3779.62,3755.811,-0.629931051,
21-Aug-2023,3798.68,3779.620,-0.501805626,
18-Aug-2023,3803.78,3798.682,-0.134024576,
17-Aug-2023,3805.78,3803.780,-0.052472859,
16-Aug-2023,3824.42,3805.777,-0.487342509,
14-Aug-2023,3833.85,3824.415,-0.246201342,
11-Aug-2023,3829.65,3833.854,0.109827326,
10-Aug-2023,3833.10,3829.648,-0.090057656,
09-Aug-2023,3840.60,3833.100,-0.195256,
08-Aug-2023,3855.69,3840.599,-0.391447242,
07-Aug-2023,3869.02,3855.692,-0.344583027,
04-Aug-2023,3853.96,3869.024,0.391000933,
03-Aug-2023,3836.83,3853.955,0.446462896,
02-Aug-2023,3829.21,3836.825,0.198866085,
01-Aug-2023,3790.64,3829.210,1.017639525,
31-Jul-2023,3802.47,3790.635,-0.31132371,
28-Jul-2023,3785.84,3802.473,0.439268084,
27-Jul-2023,3780.15,3785.843,0.150523008,
26-Jul-2023,3763.46,3780.153,0.443688047,
25-Jul-2023,3758.92,3763.455,0.12061972,
24-Jul-2023,3791.40,3758.921,-0.856518511,
21-Jul-2023,3778.41,3791.395,0.343742747,
20-Jul-2023,3769.22,3778.407,0.243870408,
19-Jul-2023,3787.73,3769.215,-0.488841473,
18-Jul-2023,3776.50,3787.731,0.297524557,
17-Jul-2023,3739.78,3776.495,0.981661235,
14-Jul-2023,3741.82,3739.783,-0.054412039,
13-Jul-2023,3761.01,3741.819,-0.510314777,
12-Jul-2023,3775.39,3761.012,-0.380782055,
11-Jul-2023,3773.33,3775.388,0.054461136,
10-Jul-2023,3771.69,3773.333,0.043640949,
07-Jul-2023,3760.93,3771.687,0.285993016,
06-Jul-2023,3752.01,3760.931,0.237846038,
05-Jul-2023,3740.41,3752.007,0.310126679,
04-Jul-2023,3754.33,3740.407,-0.370825253,
03-Jul-2023,3749.55,3754.329,0.127455295,
30-Jun-2023,3742.87,3749.550,0.1785262,
28-Jun-2023,3739.06,3742.868,0.101736691,
27-Jun-2023,3736.03,3739.064,0.081235986,
26-Jun-2023,3693.80,3736.029,1.143294788,
23-Jun-2023,3711.24,3693.798,-0.469977689,
22-Jun-2023,3716.98,3711.240,-0.154533891,
21-Jun-2023,3732.11,3716.984,-0.405320206,
20-Jun-2023,3712.58,3732.111,0.526103283,
19-Jun-2023,3734.07,3712.579,-0.575431714,
16-Jun-2023,3698.29,3734.066,0.967475203,
15-Jun-2023,3668.80,3698.286,0.803696031,
14-Jun-2023,3697.08,3668.800,-0.764820631,
13-Jun-2023,3707.91,3697.076,-0.292078602,
12-Jun-2023,3734.93,3707.906,-0.723574278,
09-Jun-2023,3772.41,3734.931,-0.993424092,
08-Jun-2023,3760.32,3772.407,0.321462089,
06-Jun-2023,3765.08,3760.319,-0.126478023,
05-Jun-2023,3763.31,3765.081,0.047059636,
02-Jun-2023,3747.09,3763.310,0.432949649,
01-Jun-2023,3745.28,3747.087,0.04838096,
31-May-2023,3716.18,3745.275,0.78290051,
30-May-2023,3694.52,3716.181,0.586436921,
29-May-2023,3661.30,3694.515,0.907136314,
26-May-2023,3663.41,3661.302,-0.057623861,
25-May-2023,3639.43,3663.413,0.659059792,
24-May-2023,3641.96,3639.427,-0.069523023,
23-May-2023,3650.99,3641.959,-0.247357566,
22-May-2023,3672.66,3650.990,-0.589900222,
19-May-2023,3668.18,3672.655,0.122104283,
18-May-2023,3677.64,3668.176,-0.257257581,
17-May-2023,3655.36,3677.637,0.60937877,
16-May-2023,3685.35,3655.362,-0.813708332,
15-May-2023,3685.32,3685.350,0.000949715,
12-May-2023,3674.84,3685.315,0.285073713,
11-May-2023,3665.04,3674.839,0.267391425,
10-May-2023,3669.66,3665.039,-0.125924473,
09-May-2023,3682.97,3669.660,-0.361447223,
08-May-2023,3710.35,3682.972,-0.737908624,
05-May-2023,3672.46,3710.351,1.031705706,
04-May-2023,3650.52,3672.462,0.601092612,
03-May-2023,3638.49,3650.519,0.330631754,
02-May-2023,3621.45,3638.489,0.470418917,
28-Apr-2023,3621.22,3621.453,0.006434296,
27-Apr-2023,3622.76,3621.220,-0.042619392,
26-Apr-2023,3604.36,3622.764,0.510548053,
25-Apr-2023,3601.17,3604.362,0.088554479,
24-Apr-2023,3581.45,3601.173,0.550614513,
21-Apr-2023,3587.99,3581.453,-0.182052043,
20-Apr-2023,3546.92,3587.985,1.157793567,
19-Apr-2023,3555.75,3546.919,-0.248386347,
18-Apr-2023,3548.66,3555.751,0.199708961,
17-Apr-2023,3548.09,3548.664,0.016149529,
14-Apr-2023,3536.11,3548.091,0.338705144,
13-Apr-2023,3529.24,3536.114,0.194659253,
12-Apr-2023,3531.86,3529.244,-0.074096914,
11-Apr-2023,3523.65,3531.861,0.233025414,
06-Apr-2023,3530.68,3523.650,-0.199083519,
05-Apr-2023,3531.93,3530.679,-0.035334819,
04-Apr-2023,3532.13,3531.927,-0.005662311,
03-Apr-2023,3539.71,3532.127,-0.214113828,
30-Mar-2023,3554.32,3539.706,-0.41113361,
29-Mar-2023,3532.24,3554.319,0.62515624,
28-Mar-2023,3531.43,3532.237,0.022738638,
27-Mar-2023,3574.16,3531.434,-1.195413748,
24-Mar-2023,3586.67,3574.160,-0.348680362,
23-Mar-2023,3527.01,3586.666,1.691490831,
22-Mar-2023,3578.48,3527.007,-1.438404015,
21-Mar-2023,3629.44,3578.480,-1.404073356,
20-Mar-2023,3623.83,3629.440,0.154698035,
17-Mar-2023,3628.82,3623.834,-0.137317478,
16-Mar-2023,3634.93,3628.817,-0.168173803,
15-Mar-2023,3639.03,3634.930,-0.112557591,
14-Mar-2023,3649.78,3639.026,-0.294757169,
13-Mar-2023,3647.27,3649.784,0.069010577,
10-Mar-2023,3627.59,3647.267,0.542537103,
09-Mar-2023,3633.34,3627.586,-0.158339203,
08-Mar-2023,3627.71,3633.339,0.155166758,
07-Mar-2023,3629.22,3627.710,-0.041496566,
06-Mar-2023,3605.56,3629.216,0.655986137,
03-Mar-2023,3589.76,3605.564,0.440224293,
02-Mar-2023,3639.03,3589.761,-1.35376921,
01-Mar-2023,3639.04,3639.025,-0.000522115,
28-Feb-2023,3646.73,3639.044,-0.21087362,
27-Feb-2023,3649.20,3646.734,-0.067439531,
24-Feb-2023,3592.69,3649.195,1.5727204,
23-Feb-2023,3583.06,3592.692,0.268736553,
22-Feb-2023,3595.61,3583.063,-0.348897878,
21-Feb-2023,3573.13,3595.608,0.629027979,
20-Feb-2023,3599.92,3573.132,-0.744127647,
17-Feb-2023,3618.31,3599.920,-0.508165836,
16-Feb-2023,3622.99,3618.307,-0.129175181,
15-Feb-2023,3624.56,3622.987,-0.043425949,
14-Feb-2023,3600.70,3624.561,0.662564876,
13-Feb-2023,3595.67,3600.704,0.140029574,
09-Feb-2023,3582.24,3595.669,0.374877172,
08-Feb-2023,3582.57,3582.240,-0.009127533,
07-Feb-2023,3566.34,3582.567,0.454976123,
06-Feb-2023,3565.20,3566.341,0.032144104,
03-Feb-2023,3551.07,3565.195,0.397795706,
02-Feb-2023,3550.78,3551.069,0.008279883,
01-Feb-2023,3549.82,3550.775,0.026959129,
31-Jan-2023,3571.19,3549.818,-0.598511645,
30-Jan-2023,3563.69,3571.192,0.210652737,
27-Jan-2023,3547.92,3563.685,0.444288234,
26-Jan-2023,3552.49,3547.922,-0.128473413,
25-Jan-2023,3556.05,3552.486,-0.100279748,
24-Jan-2023,3556.60,3556.052,-0.015436086,
23-Jan-2023,3524.15,3556.601,0.920789149,
20-Jan-2023,3556.40,3524.151,-0.906648446,
19-Jan-2023,3554.40,3556.395,0.056268366,
18-Jan-2023,3559.54,3554.395,-0.144569201,
17-Jan-2023,3580.46,3559.541,-0.584282303,
16-Jan-2023,3582.51,3580.461,-0.057110844,
13-Jan-2023,3581.59,3582.507,0.025603154,
12-Jan-2023,3602.82,3581.590,-0.589233042,
11-Jan-2023,3607.19,3602.819,-0.121146965,
10-Jan-2023,3580.56,3607.189,0.74379489,
09-Jan-2023,3577.65,3580.557,0.081366351,
