date,Open,Close,Change
2024-11-26,3781.83,3780.541,-0.033978295
2024-11-25,3793.06,3781.826,-0.296277627
2024-11-22,3786.72,3793.064,0.167665113
2024-11-21,3789.2,3786.715,-0.065581125
2024-11-20,3794.86,3789.2,-0.1491228
2024-11-19,3794.21,3794.859,0.01713137
2024-11-18,3808.49,3794.209,-0.37497801
2024-11-15,3797.67,3808.49,0.284911538
2024-11-14,3808.95,3797.67,-0.296039902
2024-11-13,3826.72,3808.946,-0.46454891
2024-11-12,3826.27,3826.723,0.011760792
2024-11-11,3851.1,3826.273,-0.644750348
2024-11-08,3851.05,3851.103,0.001324313
2024-11-07,3852.66,3851.052,-0.041711452
2024-11-06,3860.64,3852.659,-0.20677908
2024-11-05,3862.31,3860.642,-0.04313483
2024-11-04,3856.32,3862.308,0.155329514
2024-11-01,3845.54,3856.318,0.280324886
2024-10-31,3827.14,3845.538,0.48072451
2024-10-30,3827.61,3827.14,-0.01225308
2024-10-29,3814.53,3827.609,0.342873172
2024-10-28,3825.35,3814.53,-0.282928138
2024-10-25,3828.07,3825.353,-0.070871296
2024-10-24,3825.05,3828.066,0.078822478
2024-10-23,3812.44,3825.051,0.330785534
2024-10-22,3770.87,3812.44,1.102371309
2024-10-21,3778.1,3770.871,-0.191286727
2024-10-18,3799.23,3778.098,-0.556191796
2024-10-17,3796.47,3799.229,0.072620054
2024-10-16,3815.8,3796.472,-0.506473351
2024-10-15,3780.75,3815.798,0.927065226
2024-10-14,3771.67,3780.748,0.240609406
2024-10-11,3780.82,3771.673,-0.241984415
2024-10-10,3772.07,3780.822,0.231914856
2024-10-09,3766.11,3772.074,0.158466065
2024-10-08,3777.02,3766.106,-0.28903716
2024-10-07,3764.16,3777.023,0.341722987
2024-10-04,3766.62,3764.16,-0.065310544
2024-10-03,3776.67,3766.62,-0.266107444
2024-10-02,3768.47,3776.67,0.217568345
2024-10-01,3790.43,3768.471,-0.579222494
2024-09-30,3770.2,3790.426,0.53636355
2024-09-27,3765.17,3770.204,0.133699142
2024-09-26,3762.9,3765.17,0.060325813
2024-09-25,3789.84,3762.9,-0.71087415
2024-09-24,3799.81,3789.841,-0.262407719
2024-09-23,3787.4,3799.812,0.327824183
2024-09-20,3795.29,3787.396,-0.207968352
2024-09-19,3795.78,3795.289,-0.012803709
2024-09-18,3793.05,3795.775,0.07173639
2024-09-17,3796.31,3793.054,-0.08587277
2024-09-16,3795.36,3796.314,0.02516231
2024-09-13,3796.15,3795.359,-0.020863238
2024-09-12,3739.3,3796.151,1.520310475
2024-09-11,3789.85,3739.302,-1.333799139
2024-09-10,3799.56,3789.851,-0.255555839
2024-09-09,3785.38,3799.561,0.374519468
2024-09-06,3768.97,3785.384,0.435610191
2024-09-05,3760.75,3768.966,0.218573655
2024-09-04,3850.65,3760.746,-2.334876102
2024-09-03,3862.54,3850.654,-0.307699159
2024-09-02,3835.63,3862.539,0.701527337
2024-08-30,3818.16,3835.631,0.457655356
2024-08-29,3860.73,3818.157,-1.102718916
2024-08-28,3877.69,3860.73,-0.437245418
2024-08-27,3859.02,3877.685,0.48367202
2024-08-26,3862.63,3859.02,-0.093407908
2024-08-23,3835.48,3862.628,0.707812321
2024-08-22,3858.61,3835.48,-0.599335615
2024-08-21,3876.76,3858.606,-0.46838033
2024-08-20,3867.31,3876.764,0.244355643
2024-08-19,3882.2,3867.314,-0.383468038
2024-08-16,3873.84,3882.201,0.215780613
2024-08-14,3875.41,3873.842,-0.040537615
2024-08-13,3865.72,3875.413,0.25071649
2024-08-12,3848.32,3865.721,0.452249646
2024-08-09,3829.51,3848.317,0.491002253
2024-08-08,3816.53,3829.514,0.340283195
2024-08-07,3809.3,3816.527,0.189772499
2024-08-06,3815.18,3809.298,-0.15414742
2024-08-05,3837.36,3815.179,-0.578001693
2024-08-02,3808.01,3837.359,0.770743977
2024-08-01,3767.33,3808.009,1.079702803
2024-07-31,3763.84,3767.333,0.092777564
2024-07-30,3762.7,3763.841,0.030297385
2024-07-29,3722.46,3762.701,1.081032436
2024-07-26,3722.53,3722.46,-0.001907304
2024-07-25,3707.76,3722.531,0.398353616
2024-07-24,3720.09,3707.761,-0.331389921
2024-07-23,3692.99,3720.089,0.733768374
2024-07-22,3688.31,3692.991,0.126887348
2024-07-19,3700.69,3688.311,-0.334585982
2024-07-18,3694.2,3700.693,0.175843356
2024-07-17,3693.05,3694.197,0.030949994
2024-07-16,3683.69,3693.054,0.254201629
2024-07-15,3706.12,3683.69,-0.605107881
2024-07-12,3715.43,3706.116,-0.250791698
2024-07-11,3704.38,3715.434,0.298322285
2024-07-10,3700.27,3704.383,0.111072886
2024-07-09,3706.38,3700.273,-0.164823809
2024-07-08,3727.42,3706.382,-0.564465199
2024-07-05,3743.69,3727.422,-0.434650909
2024-07-04,3734.38,3743.694,0.249492753
2024-07-03,3740.37,3734.377,-0.160198098
2024-07-02,3751.44,3740.369,-0.295219654
2024-07-01,3730.23,3751.444,0.568839681
2024-06-28,3717.9,3730.225,0.3313964
2024-06-27,3724.71,3717.904,-0.182591641
2024-06-26,3717.4,3724.705,0.196643079
2024-06-25,3722.41,3717.395,-0.134617234
2024-06-24,3734.95,3722.406,-0.335907931
2024-06-21,3745.06,3734.952,-0.269822328
2024-06-20,3728.15,3745.057,0.453414868
2024-06-19,3729.45,3728.153,-0.034750442
2024-06-18,3742.02,3729.449,-0.335808381
2024-06-17,3707.33,3742.015,0.935578975
2024-06-14,3718.66,3707.33,-0.304572405
2024-06-13,3727.14,3718.656,-0.227681156
2024-06-12,3713.17,3727.142,0.37639039
2024-06-11,3716.89,3713.166,-0.100218166
2024-06-10,3702.53,3716.891,0.387788576
2024-06-06,3701.03,3702.533,0.040691408
2024-06-05,3709.0,3701.027,-0.214990506
2024-06-04,3705.98,3709.001,0.081462889
2024-06-03,3712.3,3705.982,-0.170137203
2024-05-31,3694.59,3712.298,0.479186617
2024-05-30,3695.51,3694.594,-0.02465157
2024-05-29,3692.9,3695.505,0.070432375
2024-05-28,3698.78,3692.904,-0.158728228
2024-05-27,3693.89,3698.775,0.132353841
2024-05-24,3719.4,3693.886,-0.685944154
2024-05-23,3752.08,3719.399,-0.870904534
2024-05-22,3757.33,3752.076,-0.139833339
2024-05-21,3738.14,3757.33,0.51335691
2024-05-20,3758.75,3738.14,-0.548373503
2024-05-17,3743.69,3758.752,0.402464417
2024-05-16,3745.67,3743.685,-0.052967841
2024-05-15,3755.11,3745.669,-0.251284585
2024-05-14,3765.25,3755.105,-0.269490595
2024-05-13,3799.52,3765.252,-0.901981643
2024-05-10,3744.17,3799.523,1.478297077
2024-05-09,3724.81,3744.173,0.519973529
2024-05-08,3794.73,3724.805,-1.842583628
2024-05-07,3785.35,3794.726,0.247665276
2024-05-06,3796.35,3785.351,-0.289620598
2024-05-03,3778.15,3796.346,0.481611371
2024-05-02,3766.58,3778.15,0.307228471
2024-04-30,3742.95,3766.578,0.631266782
2024-04-29,3783.89,3742.95,-1.081850775
2024-04-26,3788.31,3783.886,-0.116780306
2024-04-25,3770.86,3788.31,0.462812442
2024-04-24,3769.55,3770.858,0.034805252
2024-04-23,3732.49,3769.546,0.992903925
2024-04-22,3736.18,3732.486,-0.098764084
2024-04-19,3742.56,3736.176,-0.170685124
2024-04-18,3730.85,3742.564,0.313976708
2024-04-17,3735.12,3730.85,-0.114186578
2024-04-16,3735.78,3735.115,-0.017800834
2024-04-15,3744.06,3735.78,-0.221017052
2024-04-12,3746.04,3744.055,-0.05298929
2024-04-11,3771.08,3746.04,-0.663974422
2024-04-10,3745.23,3771.079,0.690103927
2024-04-09,3713.24,3745.233,0.861728385
2024-04-08,3739.98,3713.235,-0.71516387
2024-04-05,3770.87,3739.982,-0.818989807
2024-04-04,3782.03,3770.865,-0.295238193
2024-04-03,3774.88,3782.031,0.189463026
2024-04-02,3785.57,3774.879,-0.28228283
2024-03-28,3781.04,3785.565,0.119702547
2024-03-27,3782.44,3781.039,-0.037013155
2024-03-26,3785.13,3782.439,-0.071199593
2024-03-25,3753.03,3785.134,0.855549856
2024-03-22,3752.42,3753.025,0.016122929
2024-03-21,3783.81,3752.42,-0.829639528
2024-03-20,3780.36,3783.812,0.091287578
2024-03-18,3787.62,3780.361,-0.191729747
2024-03-15,3789.72,3787.623,-0.055386648
2024-03-14,3765.16,3789.722,0.65229597
2024-03-13,3806.32,3765.162,-1.081228915
2024-03-12,3833.7,3806.317,-0.714270809
2024-03-11,3819.8,3833.7,0.363788299
2024-03-08,3822.37,3819.804,-0.067104981
2024-03-07,3825.54,3822.369,-0.082916377
2024-03-06,3865.66,3825.541,-1.037881739
2024-03-05,3863.08,3865.662,0.066889667
2024-03-04,3847.55,3863.078,0.403685882
2024-03-01,3816.94,3847.546,0.801820096
2024-02-29,3798.35,3816.941,0.489528734
2024-02-28,3773.91,3798.347,0.647578054
2024-02-27,3774.1,3773.908,-0.005034315
2024-02-26,3780.1,3774.098,-0.158726044
2024-02-23,3771.29,3780.098,0.233527458
2024-02-22,3758.78,3771.291,0.332954132
2024-02-21,3744.37,3758.776,0.384818048
2024-02-20,3742.1,3744.367,0.060634436
2024-02-19,3750.3,3742.098,-0.218649291
2024-02-16,3787.51,3750.298,-0.982361739
2024-02-15,3765.52,3787.505,0.583957152
2024-02-14,3778.86,3765.516,-0.353227848
2024-02-13,3767.62,3778.864,0.298570847
2024-02-12,3751.58,3767.615,0.427366375
2024-02-09,3744.46,3751.582,0.190254504
2024-02-08,3737.52,3744.458,0.185684724
2024-02-07,3743.72,3737.518,-0.165610764
2024-02-06,3762.21,3743.718,-0.491413814
2024-02-05,3774.6,3762.206,-0.328379079
2024-02-02,3771.3,3774.601,0.087476421
2024-02-01,3770.14,3771.302,0.030927266
2024-01-31,3755.64,3770.136,0.386113134
2024-01-30,3768.44,3755.635,-0.339689993
2024-01-29,3756.13,3768.436,0.327651154
2024-01-26,3739.07,3756.129,0.456290177
2024-01-25,3768.72,3739.068,-0.786739682
2024-01-24,3775.76,3768.718,-0.186399757
2024-01-23,3762.07,3775.756,0.363869118
2024-01-22,3794.5,3762.067,-0.854763248
2024-01-19,3801.36,3794.501,-0.180540459
2024-01-18,3787.8,3801.364,0.358044058
2024-01-17,3786.98,3787.802,0.021785186
2024-01-16,3759.18,3786.977,0.739523571
2024-01-15,3836.52,3759.177,-2.015942056
2024-01-12,3855.04,3836.519,-0.480487632
2024-01-11,3813.3,3855.042,1.094774991
2024-01-10,3833.01,3813.295,-0.514425597
2024-01-09,3846.38,3833.013,-0.347392025
2024-01-08,3889.53,3846.375,-1.109593362
2024-01-05,3895.86,3889.533,-0.162505673
2024-01-04,3893.17,3895.864,0.06927522
2024-01-03,3959.39,3893.167,-1.672481119
2023-12-29,3860.42,3959.387,2.563579837
2023-12-28,3859.8,3860.422,0.016063
2023-12-27,3788.11,3859.802,1.892580177
2023-12-22,3827.03,3788.109,-1.01687342
2023-12-21,3696.57,3827.025,3.529054359
2023-12-20,3699.0,3696.571,-0.065666396
2023-12-19,3674.14,3699.0,0.676703128
2023-12-18,3665.25,3674.137,0.242466407
2023-12-15,3672.57,3665.25,-0.199261116
2023-12-14,3665.32,3672.568,0.197663344
2023-12-12,3647.67,3665.323,0.48406296
2023-12-11,3672.12,3647.666,-0.665909792
2023-12-07,3677.75,3672.119,-0.153191364
2023-12-06,3670.8,3677.753,0.189495633
2023-12-05,3681.97,3670.797,-0.303478762
2023-12-04,3715.2,3681.971,-0.894300058
2023-12-01,3718.47,3715.196,-0.088100704
2023-11-30,3664.94,3718.472,1.460596102
2023-11-29,3652.68,3664.942,0.335836065
2023-11-28,3629.55,3652.675,0.637242234
2023-11-27,3614.89,3629.546,0.405517517
2023-11-24,3580.18,3614.887,0.969420532
2023-11-23,3559.6,3580.18,0.57821136
2023-11-22,3578.71,3559.598,-0.534047185
2023-11-21,3566.39,3578.71,0.345531766
2023-11-20,3579.59,3566.387,-0.368701958
2023-11-17,3568.46,3579.585,0.311787245
2023-11-16,3578.55,3568.459,-0.281929989
2023-11-15,3569.18,3578.548,0.262384977
2023-11-14,3580.06,3569.183,-0.303738181
2023-11-13,3617.28,3580.057,-1.029060225
2023-11-10,3615.6,3617.281,0.046382292
2023-11-09,3617.48,3615.604,-0.051831676
2023-11-08,3609.17,3617.479,0.230219136
2023-11-07,3626.41,3609.17,-0.475318959
2023-11-06,3611.74,3626.407,0.406203554
2023-11-03,3610.66,3611.736,0.029745238
2023-11-02,3604.58,3610.662,0.168757572
2023-11-01,3618.17,3604.579,-0.375549277
2023-10-31,3597.93,3618.167,0.562490255
2023-10-30,3600.85,3597.929,-0.081175233
2023-10-27,3598.65,3600.852,0.061217418
2023-10-26,3590.14,3598.649,0.237010256
2023-10-25,3597.93,3590.14,-0.216624318
2023-10-24,3597.93,3597.934,0.0
2023-10-23,3608.34,3597.934,-0.288304557
2023-10-20,3598.87,3608.337,0.263082652
2023-10-19,3598.35,3598.869,0.014395483
2023-10-18,3596.62,3598.351,0.048100703
2023-10-17,3636.1,3596.621,-1.08586003
2023-10-16,3647.13,3636.104,-0.302374578
2023-10-13,3637.72,3647.132,0.258761053
2023-10-12,3635.52,3637.719,0.060486533
2023-10-11,3610.75,3635.52,0.686034947
2023-10-10,3618.08,3610.749,-0.20262128
2023-10-09,3628.0,3618.08,-0.273318934
2023-10-06,3684.79,3627.996,-1.541228842
2023-10-05,3676.58,3684.787,0.223305537
2023-10-04,3675.61,3676.577,0.026226918
2023-10-03,3673.24,3675.613,0.064547884
2023-10-02,3691.85,3673.242,-0.503921344
2023-09-29,3683.44,3691.846,0.228128954
2023-09-28,3702.2,3683.443,-0.506564075
2023-09-27,3661.7,3702.197,1.106016935
2023-09-26,3687.47,3661.698,-0.698799664
2023-09-25,3684.14,3687.466,0.090306039
2023-09-22,3692.24,3684.139,-0.219325032
2023-09-20,3696.15,3692.237,-0.105866916
2023-09-19,3676.2,3696.15,0.542734641
2023-09-18,3697.28,3676.198,-0.570229853
2023-09-15,3695.29,3697.281,0.053852322
2023-09-14,3705.1,3695.291,-0.264823947
2023-09-13,3766.06,3705.103,-1.618640373
2023-09-12,3737.79,3766.062,0.756517563
2023-09-11,3722.77,3737.785,0.403220824
2023-09-07,3724.73,3722.774,-0.052460206
2023-09-06,3726.86,3724.728,-0.057152701
2023-09-05,3738.65,3726.858,-0.315327978
2023-09-04,3750.45,3738.647,-0.314762061
2023-09-01,3742.12,3750.452,0.22278845
2023-08-31,3724.46,3742.115,0.474163334
2023-08-30,3724.28,3724.455,0.004752599
2023-08-29,3727.3,3724.278,-0.081023841
2023-08-28,3742.63,3727.298,-0.4095254
2023-08-25,3750.86,3742.625,-0.219629456
2023-08-24,3751.34,3750.863,-0.012715456
2023-08-23,3755.81,3751.34,-0.119042199
2023-08-22,3779.62,3755.811,-0.629931051
2023-08-21,3798.68,3779.62,-0.501805626
2023-08-18,3803.78,3798.682,-0.134024576
2023-08-17,3805.78,3803.78,-0.052472859
2023-08-16,3824.42,3805.777,-0.487342509
2023-08-14,3833.85,3824.415,-0.246201342
2023-08-11,3829.65,3833.854,0.109827326
2023-08-10,3833.1,3829.648,-0.090057656
2023-08-09,3840.6,3833.1,-0.195256
2023-08-08,3855.69,3840.599,-0.391447242
2023-08-07,3869.02,3855.692,-0.344583027
2023-08-04,3853.96,3869.024,0.391000933
2023-08-03,3836.83,3853.955,0.446462896
2023-08-02,3829.21,3836.825,0.198866085
2023-08-01,3790.64,3829.21,1.017639525
2023-07-31,3802.47,3790.635,-0.31132371
2023-07-28,3785.84,3802.473,0.439268084
2023-07-27,3780.15,3785.843,0.150523008
2023-07-26,3763.46,3780.153,0.443688047
2023-07-25,3758.92,3763.455,0.12061972
2023-07-24,3791.4,3758.921,-0.856518511
2023-07-21,3778.41,3791.395,0.343742747
2023-07-20,3769.22,3778.407,0.243870408
2023-07-19,3787.73,3769.215,-0.488841473
2023-07-18,3776.5,3787.731,0.297524557
2023-07-17,3739.78,3776.495,0.981661235
2023-07-14,3741.82,3739.783,-0.054412039
2023-07-13,3761.01,3741.819,-0.510314777
2023-07-12,3775.39,3761.012,-0.380782055
2023-07-11,3773.33,3775.388,0.054461136
2023-07-10,3771.69,3773.333,0.043640949
2023-07-07,3760.93,3771.687,0.285993016
2023-07-06,3752.01,3760.931,0.237846038
2023-07-05,3740.41,3752.007,0.310126679
2023-07-04,3754.33,3740.407,-0.370825253
2023-07-03,3749.55,3754.329,0.127455295
2023-06-30,3742.87,3749.55,0.1785262
2023-06-28,3739.06,3742.868,0.101736691
2023-06-27,3736.03,3739.064,0.081235986
2023-06-26,3693.8,3736.029,1.143294788
2023-06-23,3711.24,3693.798,-0.469977689
2023-06-22,3716.98,3711.24,-0.154533891
2023-06-21,3732.11,3716.984,-0.405320206
2023-06-20,3712.58,3732.111,0.526103283
2023-06-19,3734.07,3712.579,-0.575431714
2023-06-16,3698.29,3734.066,0.967475203
2023-06-15,3668.8,3698.286,0.803696031
2023-06-14,3697.08,3668.8,-0.764820631
2023-06-13,3707.91,3697.076,-0.292078602
2023-06-12,3734.93,3707.906,-0.723574278
2023-06-09,3772.41,3734.931,-0.993424092
2023-06-08,3760.32,3772.407,0.321462089
2023-06-06,3765.08,3760.319,-0.126478023
2023-06-05,3763.31,3765.081,0.047059636
2023-06-02,3747.09,3763.31,0.432949649
2023-06-01,3745.28,3747.087,0.04838096
2023-05-31,3716.18,3745.275,0.78290051
2023-05-30,3694.52,3716.181,0.586436921
2023-05-29,3661.3,3694.515,0.907136314
2023-05-26,3663.41,3661.302,-0.057623861
2023-05-25,3639.43,3663.413,0.659059792
2023-05-24,3641.96,3639.427,-0.069523023
2023-05-23,3650.99,3641.959,-0.247357566
2023-05-22,3672.66,3650.99,-0.589900222
2023-05-19,3668.18,3672.655,0.122104283
2023-05-18,3677.64,3668.176,-0.257257581
2023-05-17,3655.36,3677.637,0.60937877
2023-05-16,3685.35,3655.362,-0.813708332
2023-05-15,3685.32,3685.35,0.000949715
2023-05-12,3674.84,3685.315,0.285073713
2023-05-11,3665.04,3674.839,0.267391425
2023-05-10,3669.66,3665.039,-0.125924473
2023-05-09,3682.97,3669.66,-0.361447223
2023-05-08,3710.35,3682.972,-0.737908624
2023-05-05,3672.46,3710.351,1.031705706
2023-05-04,3650.52,3672.462,0.601092612
2023-05-03,3638.49,3650.519,0.330631754
2023-05-02,3621.45,3638.489,0.470418917
2023-04-28,3621.22,3621.453,0.006434296
2023-04-27,3622.76,3621.22,-0.042619392
2023-04-26,3604.36,3622.764,0.510548053
2023-04-25,3601.17,3604.362,0.088554479
2023-04-24,3581.45,3601.173,0.550614513
2023-04-21,3587.99,3581.453,-0.182052043
2023-04-20,3546.92,3587.985,1.157793567
2023-04-19,3555.75,3546.919,-0.248386347
2023-04-18,3548.66,3555.751,0.199708961
2023-04-17,3548.09,3548.664,0.016149529
2023-04-14,3536.11,3548.091,0.338705144
2023-04-13,3529.24,3536.114,0.194659253
2023-04-12,3531.86,3529.244,-0.074096914
2023-04-11,3523.65,3531.861,0.233025414
2023-04-06,3530.68,3523.65,-0.199083519
2023-04-05,3531.93,3530.679,-0.035334819
2023-04-04,3532.13,3531.927,-0.005662311
2023-04-03,3539.71,3532.127,-0.214113828
2023-03-30,3554.32,3539.706,-0.41113361
2023-03-29,3532.24,3554.319,0.62515624
2023-03-28,3531.43,3532.237,0.022738638
2023-03-27,3574.16,3531.434,-1.195413748
2023-03-24,3586.67,3574.16,-0.348680362
2023-03-23,3527.01,3586.666,1.691490831
2023-03-22,3578.48,3527.007,-1.438404015
2023-03-21,3629.44,3578.48,-1.404073356
2023-03-20,3623.83,3629.44,0.154698035
2023-03-17,3628.82,3623.834,-0.137317478
2023-03-16,3634.93,3628.817,-0.168173803
2023-03-15,3639.03,3634.93,-0.112557591
2023-03-14,3649.78,3639.026,-0.294757169
2023-03-13,3647.27,3649.784,0.069010577
2023-03-10,3627.59,3647.267,0.542537103
2023-03-09,3633.34,3627.586,-0.158339203
2023-03-08,3627.71,3633.339,0.155166758
2023-03-07,3629.22,3627.71,-0.041496566
2023-03-06,3605.56,3629.216,0.655986137
2023-03-03,3589.76,3605.564,0.440224293
2023-03-02,3639.03,3589.761,-1.35376921
2023-03-01,3639.04,3639.025,-0.000522115
2023-02-28,3646.73,3639.044,-0.21087362
2023-02-27,3649.2,3646.734,-0.067439531
2023-02-24,3592.69,3649.195,1.5727204
2023-02-23,3583.06,3592.692,0.268736553
2023-02-22,3595.61,3583.063,-0.348897878
2023-02-21,3573.13,3595.608,0.629027979
2023-02-20,3599.92,3573.132,-0.744127647
2023-02-17,3618.31,3599.92,-0.508165836
2023-02-16,3622.99,3618.307,-0.129175181
2023-02-15,3624.56,3622.987,-0.043425949
2023-02-14,3600.7,3624.561,0.662564876
2023-02-13,3595.67,3600.704,0.140029574
2023-02-09,3582.24,3595.669,0.374877172
2023-02-08,3582.57,3582.24,-0.009127533
2023-02-07,3566.34,3582.567,0.454976123
2023-02-06,3565.2,3566.341,0.032144104
2023-02-03,3551.07,3565.195,0.397795706
2023-02-02,3550.78,3551.069,0.008279883
2023-02-01,3549.82,3550.775,0.026959129
2023-01-31,3571.19,3549.818,-0.598511645
2023-01-30,3563.69,3571.192,0.210652737
2023-01-27,3547.92,3563.685,0.444288234
2023-01-26,3552.49,3547.922,-0.128473413
2023-01-25,3556.05,3552.486,-0.100279748
2023-01-24,3556.6,3556.052,-0.015436086
2023-01-23,3524.15,3556.601,0.920789149
2023-01-20,3556.4,3524.151,-0.906648446
2023-01-19,3554.4,3556.395,0.056268366
2023-01-18,3559.54,3554.395,-0.144569201
2023-01-17,3580.46,3559.541,-0.584282303
2023-01-16,3582.51,3580.461,-0.057110844
2023-01-13,3581.59,3582.507,0.025603154
2023-01-12,3602.82,3581.59,-0.589233042
2023-01-11,3607.19,3602.819,-0.121146965
2023-01-10,3580.56,3607.189,0.74379489
2023-01-09,3577.65,3580.557,0.081366351
2023-01-06,3600.73,3577.646,-0.641064629
2023-01-05,3629.07,3600.729,-0.780998558
2023-01-04,3502.63,3629.072,3.609856816
2023-01-03,3554.18,3502.632,-1.45026542
2022-12-30,3518.58,3554.177,1.011801365
2022-12-29,3524.43,3518.576,-0.165984475
2022-12-28,3500.72,3524.426,0.677117463
2022-12-27,3545.62,3500.722,-1.266294752
2022-12-23,3524.11,3545.62,0.610252676
2022-12-22,3538.51,3524.114,-0.406866052
2022-12-21,3539.57,3538.511,-0.029947132
2022-12-20,3459.6,3539.571,2.311626958
2022-12-19,3526.44,3459.598,-1.895536097
2022-12-16,3522.96,3526.443,0.098837313
2022-12-15,3507.94,3522.961,0.428343171
2022-12-14,3529.16,3507.935,-0.601474231
2022-12-12,3531.04,3529.162,-0.053242074
2022-12-09,3581.31,3531.042,-1.40351034
2022-12-07,3547.85,3581.306,0.942879837
2022-12-06,3562.05,3547.854,-0.398618437
2022-12-05,3568.07,3562.053,-0.168634584
2022-12-02,3559.55,3568.07,0.239468741
2022-12-01,3553.21,3559.546,0.178233053
2022-11-30,3558.96,3553.213,-0.161423653
2022-11-29,3554.28,3558.958,0.131559623
2022-11-28,3557.48,3554.282,-0.090007432
2022-11-25,3562.86,3557.484,-0.150777915
2022-11-24,3565.89,3562.856,-0.08494385
2022-11-23,3555.61,3565.885,0.288923538
2022-11-22,3572.23,3555.612,-0.465255336
2022-11-21,3576.7,3572.232,-0.124807923
2022-11-18,3602.74,3576.696,-0.722756461
2022-11-17,3631.76,3602.735,-0.799253916
2022-11-16,3561.66,3631.762,1.968125011
2022-11-15,3573.19,3561.664,-0.322485221
2022-11-14,3579.4,3573.187,-0.173576577
2022-11-11,3581.16,3579.4,-0.049034446
2022-11-10,3594.06,3581.156,-0.359064579
2022-11-09,3621.97,3594.061,-0.77054752
2022-11-08,3611.36,3621.97,0.293767364
2022-11-07,3613.55,3611.361,-0.060632862
2022-11-04,3614.46,3613.552,-0.025038339
2022-11-03,3604.64,3614.457,0.272287789
2022-11-02,3643.53,3604.642,-1.067370892
2022-11-01,3666.28,3643.532,-0.620519644
2022-10-31,3657.08,3666.282,0.251566686
2022-10-28,3623.65,3657.082,0.922717065
2022-10-27,3637.04,3623.646,-0.368129534
2022-10-26,3608.79,3637.035,0.782560601
2022-10-25,3610.81,3608.794,-0.055804669
2022-10-24,3601.39,3610.809,0.261621425
2022-10-21,3602.9,3601.387,-0.041966206
2022-10-20,3598.45,3602.899,0.123692214
2022-10-19,3594.92,3598.448,0.098027107
2022-10-18,3589.66,3594.924,0.146643415
2022-10-17,3605.8,3589.66,-0.447556962
2022-10-14,3626.86,3605.798,-0.580804955
2022-10-13,3625.15,3626.863,0.04736361
2022-10-12,3623.75,3625.146,0.038496022
2022-10-11,3624.48,3623.751,-0.020002891
2022-10-10,3632.02,3624.476,-0.207653156
2022-10-07,3653.87,3632.018,-0.598023629
2022-10-06,3656.27,3653.869,-0.065750014
